pheno,dataset,sample_size,resample_seed,perfeat,kfold_seed,leakage_type,r,q2,r_yp,r_gold
mr,hbn,300,6,0.05,6,leak_feature,0.577840257845285,0.20099766247052175,0.5198520777528484,0.21980065739322133
mr,pnc,100,0,0.05,6,leak_feature,0.7195903575905754,0.3143281378542082,0.4460779446596702,-0.009041294970168444
mr,abcd,200,4,0.05,7,leak_feature,0.7010826204438172,0.2847515642861468,0.45700618352037936,0.060070215467486504
age,hcpd,300,4,0.05,5,leak_feature,0.8261495391123327,0.6748506563639224,0.9647133469777945,0.7836481245924212
mr,abcd,100,5,0.05,8,leak_feature,0.8424757442509939,0.3256928279246517,0.5635277540503012,0.2172513057023949
age,hcpd,200,7,0.05,9,leak_feature,0.7723962061527481,0.5848741028268385,0.9470683600080151,0.6910484037639859
attn,hcpd,100,4,0.05,2,leak_feature,0.7125730100162468,0.40954519695776315,0.5213801103734859,0.08659659307799006
age,abcd,300,0,0.05,3,leak_feature,0.788531705038979,0.597704791517216,0.411800951962436,-0.009571332932381944
attn,pnc,400,4,0.05,0,leak_feature,0.6720636952044341,0.44726330606639275,0.6515271358662812,0.09330156466626036
mr,hbn,100,2,0.05,3,leak_feature,0.6638603367354803,0.24386877209596247,0.4090874363488882,0.20245124198736444
age,hcpd,200,1,0.05,5,leak_feature,0.7632712226522431,0.578222821309545,0.9657815678037032,0.6961400124268585
age,abcd,200,2,0.05,2,leak_feature,0.7536122288885393,0.5557665066094201,0.6570342870442472,0.13008624247220182
mr,pnc,100,6,0.05,9,leak_feature,0.7134568497113143,0.3513599747102938,0.5934751165618222,0.11696324872343229
age,hbn,400,5,0.05,8,leak_feature,0.7587981875503158,0.5746476039467725,0.9407076432267821,0.6613034392543519
attn,hcpd,100,2,0.05,6,leak_feature,0.4550887961714281,0.17714924875469618,0.399102374996743,-0.22233825318184625
attn,hcpd,200,5,0.05,8,leak_feature,0.7086427806313479,0.4179938418372181,0.5915528486101779,0.021627266819219428
age,pnc,400,0,0.05,3,leak_feature,0.7413965563559289,0.547241674051381,0.879354865706505,0.5444010011681474
mr,abcd,200,7,0.05,6,leak_feature,0.661367705034555,0.3365113258382497,0.6219367168696849,0.11852199421313211
age,pnc,200,7,0.05,2,leak_feature,0.7902200361805797,0.6209926880977915,0.8268344484273287,0.5489404702780701
mr,pnc,400,3,0.05,0,leak_feature,0.6844667318856441,0.4633723618422755,0.760790317367055,0.2726248174987539
age,abcd,100,4,0.05,5,leak_feature,0.7485355786812926,0.4793104697418369,0.522297222052318,0.14554378722574776
attn,hbn,200,6,0.05,5,leak_feature,0.800309716352722,0.3302325455811266,0.32021175297597365,0.008654944038323837
age,abcd,400,5,0.05,5,leak_feature,0.718548944330684,0.5100037592285998,0.5959046495087557,0.11677263324135793
age,hcpd,100,4,0.05,2,leak_feature,0.8701392000199577,0.7559669744747052,0.9670169705727003,0.7816919634148319
age,abcd,100,7,0.05,8,leak_feature,0.8865873464895002,0.714951277619279,0.1712037217881514,-0.21008701168799346
age,hcpd,300,5,0.05,9,leak_feature,0.8061013497759598,0.6440438683812186,0.9644734618093574,0.752861257966754
mr,hbn,300,2,0.05,6,leak_feature,0.5214461035793282,0.18432161356826582,0.5090105043200644,0.1574078467166848
age,pnc,400,2,0.05,3,leak_feature,0.7975854853353144,0.6269425298073389,0.8736646153233262,0.6243632700231797
age,pnc,200,7,0.05,5,leak_feature,0.7611711556150578,0.5772666313989165,0.8145425350446328,0.43766295861983856
mr,hbn,300,6,0.05,8,leak_feature,0.5504936469590376,0.19226740932659236,0.5098518509973784,0.20199850517541795
age,hbn,200,3,0.05,8,leak_feature,0.8033397381361902,0.6443996417515423,0.8907266956313686,0.6032469882171902
attn,abcd,300,9,0.05,8,leak_feature,0.6863737504939814,0.4385781477839108,0.5132704574238388,-0.07784658811125415
attn,pnc,100,8,0.05,7,leak_feature,0.7543439269740223,0.3406426376259305,0.3593836829607371,-0.10320333933338084
age,hbn,100,0,0.05,3,leak_feature,0.8416481617771364,0.594528997353446,0.8631574738078691,0.5703489146805552
mr,hbn,300,8,0.05,7,leak_feature,0.5476516808768648,0.21420812896920094,0.6004489520571162,0.25705007665560153
age,pnc,200,4,0.05,9,leak_feature,0.8138131024447464,0.6414562413775924,0.7911542287710916,0.47142408699178656
attn,abcd,400,0,0.05,3,leak_feature,0.6709559251200804,0.4385774648795656,0.7618581197936173,0.21304673891257178
attn,hbn,300,5,0.05,7,leak_feature,0.7268085806374308,0.5162361273947315,0.5068110920717034,-0.044958441781169284
age,abcd,200,1,0.05,3,leak_feature,0.7985804015154186,0.6356678526648231,0.6064552536413893,0.18861134652206066
age,hcpd,200,2,0.05,8,leak_feature,0.7908825178979698,0.6201347219938302,0.9771197245296789,0.7364490163994225
age,abcd,200,8,0.05,5,leak_feature,0.8018429126281011,0.6315634824676546,0.6540389694196724,0.24753132313459528
age,hbn,100,2,0.05,9,leak_feature,0.842233510109943,0.7049909015113827,0.9492026787240843,0.7185370939483263
mr,pnc,100,7,0.05,9,leak_feature,0.7239843720151513,0.5041552167044041,0.5718591098089346,0.20334812785678735
age,hcpd,100,2,0.05,5,leak_feature,0.8326397495130627,0.6910024122954892,0.9554623306741181,0.7454983856269201
attn,hcpd,100,1,0.05,7,leak_feature,0.7406358836640832,0.45036685057657444,0.530330811229324,0.006045162289466499
age,abcd,100,5,0.05,3,leak_feature,0.6745728105862702,0.28274423748252875,0.260337845871942,-0.03410905932115487
attn,hcpd,200,2,0.05,1,leak_feature,0.5802052157627666,0.2918661215383478,0.5917366946348358,-0.07626254894693332
mr,pnc,300,8,0.05,1,leak_feature,0.7308814180136846,0.5195305302200597,0.669508401400082,0.23596234970112515
age,hbn,200,8,0.05,8,leak_feature,0.8155547286307487,0.6616977728595888,0.9140851140698889,0.6371572486443766
age,hcpd,300,8,0.05,2,leak_feature,0.8506224691558769,0.7214811377449071,0.9460120077691248,0.7847470829725515
mr,pnc,300,5,0.05,3,leak_feature,0.7039147326244876,0.36589220386437205,0.5641463721394221,0.17254858965620337
mr,hbn,200,7,0.05,9,leak_feature,0.6529355413103956,0.24566171813085247,0.6464468463961306,0.2581330815491451
age,hcpd,200,1,0.05,6,leak_feature,0.7784266782323167,0.6004275490679946,0.9639902319866371,0.7081830283638871
mr,abcd,300,1,0.05,5,leak_feature,0.5166548838796955,0.26322484966286774,0.4403126342982446,0.02262281731427229
mr,pnc,400,8,0.05,1,leak_feature,0.6710220625457517,0.43929942972629343,0.6680120104084544,0.18886498848933547
attn,pnc,300,3,0.05,8,leak_feature,0.6580858452683108,0.37310570480187,0.6039149668691051,0.057318039171449835
attn,hcpd,300,7,0.05,0,leak_feature,0.5449528003368354,0.2965709580695126,0.6798982783047831,-0.015746751110347974
age,hbn,200,8,0.05,5,leak_feature,0.8265855339871134,0.6753149649401189,0.9043184502565383,0.6465868660441136
attn,pnc,200,8,0.05,0,leak_feature,0.6731052602132992,0.35445045963913013,0.5081529992693351,-0.041561556322917734
age,hcpd,400,2,0.05,1,leak_feature,0.80360564449549,0.6410001154093634,0.9753395876824664,0.7717828437172898
mr,hbn,400,6,0.05,0,leak_feature,0.4951341468637695,0.1696851128248339,0.6177479209898536,0.2249687162231391
attn,hcpd,100,6,0.05,4,leak_feature,0.5148795638075979,0.1844041434339544,0.21392284981678497,-0.14089789542984957
attn,hcpd,400,7,0.05,9,leak_feature,0.4972276169696693,0.2426595857527487,0.6883964966665206,-0.0347903521870371
attn,hbn,300,4,0.05,1,leak_feature,0.7804074258727524,0.569526556252113,0.37236321461386745,-0.11184174106128185
mr,abcd,100,7,0.05,8,leak_feature,0.7777864427932478,0.30881945055235904,0.5185893405975641,0.0007749454856870656
age,hcpd,400,7,0.05,4,leak_feature,0.8175887917897942,0.666729837041097,0.9548443903182945,0.7935506176930988
mr,hbn,400,6,0.05,3,leak_feature,0.49686395882083156,0.17200208712615872,0.6212233008844716,0.2488823721023496
attn,pnc,400,4,0.05,2,leak_feature,0.6940366098281414,0.47347380152728735,0.6818915806292732,0.13833544129732034
age,abcd,100,1,0.05,6,leak_feature,0.8062093587437626,0.58032952537698,0.5912833858070746,0.22781769101498406
attn,hcpd,300,7,0.05,2,leak_feature,0.6109280879280754,0.3453822174084411,0.5703414061143417,-0.03375434093402757
age,hbn,200,6,0.05,9,leak_feature,0.7897294230994469,0.6200053422166832,0.9315859531930665,0.676127397171257
mr,pnc,400,6,0.05,4,leak_feature,0.6523681278174374,0.418269801688965,0.7826870469133548,0.27394504851715634
mr,abcd,100,4,0.05,0,leak_feature,0.750535373201584,0.2652072586059341,0.4833353649614065,-0.039419427320723524
mr,hbn,300,9,0.05,0,leak_feature,0.48172792150434135,0.18371749070593058,0.7460878197927889,0.22933855447358
mr,hcpd,400,6,0.05,0,leak_feature,0.4766086535738662,0.2171709572758701,0.8479642290293564,0.26713032059541586
mr,abcd,300,1,0.05,9,leak_feature,0.6061419528146703,0.35141331770276785,0.5701687546244987,0.0441123267638217
mr,pnc,200,2,0.05,2,leak_feature,0.7389437766867601,0.5307477158448166,0.607941000234687,0.11423094334473702
attn,pnc,300,4,0.05,6,leak_feature,0.6507294887242147,0.37664738521966956,0.47008509342667104,0.019918620616115677
mr,abcd,400,7,0.05,6,leak_feature,0.5704462382736667,0.3068079821752141,0.5897443238376443,0.08379117959548327
age,abcd,400,3,0.05,8,leak_feature,0.6698372319702628,0.4406390979055447,0.692250536425546,0.12111165270187747
mr,pnc,400,4,0.05,5,leak_feature,0.5961419620551097,0.35276912889064127,0.7455288165626519,0.1960188471907453
attn,hbn,100,5,0.05,1,leak_feature,0.8226545002930035,0.633499409143325,0.1696261289548007,-0.13816299542156754
age,abcd,400,4,0.05,3,leak_feature,0.6252755115959606,0.3888216677287778,0.7602784707732225,0.15950743859418293
mr,hbn,300,3,0.05,1,leak_feature,0.4385603780544715,0.13927821737396806,0.5965481629643994,0.11029084476046508
attn,hcpd,300,5,0.05,3,leak_feature,0.6904270403794669,0.39902985310720074,0.5912480765294198,-0.0010963854948876583
attn,hcpd,100,8,0.05,9,leak_feature,0.7103376239981355,0.4560349532087987,0.27652731513583206,-0.2494156163509235
mr,pnc,200,2,0.05,4,leak_feature,0.7590347812857424,0.555343854090592,0.546604712974236,0.12011608723667964
attn,abcd,100,3,0.05,8,leak_feature,0.8719369170877989,0.7123996932285739,0.3916287671738841,0.051713279402657596
mr,hcpd,400,6,0.05,8,leak_feature,0.46959653491403713,0.2140858124179792,0.8548903231514885,0.28046609019757035
mr,hcpd,300,1,0.05,2,leak_feature,0.5214421957263832,0.2587065084311515,0.8621961560379887,0.34354394862600723
attn,hbn,300,4,0.05,8,leak_feature,0.7712879276389074,0.5598182239437364,0.4119111887894748,-0.08457391089716265
age,abcd,300,2,0.05,1,leak_feature,0.7065230712560622,0.4822705424039635,0.6868431516122927,0.12006062026233655
attn,hbn,300,9,0.05,4,leak_feature,0.714298975077208,0.4969451956540947,0.4240378591084223,-0.01384656869630171
attn,hbn,100,7,0.05,8,leak_feature,0.64989050477662,0.4196602367978278,0.20561376807023196,-0.2573098458938119
mr,hbn,200,8,0.05,2,leak_feature,0.5032198199192285,0.18920169809293075,0.6596565810188671,0.21960095816657893
mr,hbn,100,3,0.05,8,leak_feature,0.5643609825814101,0.21208303852371768,0.7002884959403104,0.17258493936255165
age,pnc,300,8,0.05,3,leak_feature,0.7600286300231446,0.5702600259010008,0.8265261042557699,0.52419469424125
age,abcd,100,0,0.05,5,leak_feature,0.7741084552720897,0.5084410654946618,0.1865889482066461,-0.21289045351501276
attn,abcd,400,5,0.05,1,leak_feature,0.7192681297714524,0.5020796989858531,0.6219723253033612,0.05460223975544485
attn,hbn,100,2,0.05,4,leak_feature,0.778591034973139,0.3106035562863356,0.004717792082927949,-0.10453382501847086
mr,abcd,100,7,0.05,6,leak_feature,0.7219026224491666,0.3968166591265424,0.388186266181616,0.015186307200967005
mr,pnc,200,8,0.05,7,leak_feature,0.7577063413491192,0.5553463613989549,0.6376231819620107,0.2087415674059345
age,pnc,100,5,0.05,3,leak_feature,0.7432252853596291,0.5232734051043889,0.7105824552220709,0.3662494306181131
attn,abcd,100,4,0.05,8,leak_feature,0.6363144350616112,0.3888531133182551,0.41860398362657925,0.009283700183465367
age,hcpd,100,4,0.05,5,leak_feature,0.868235423754289,0.7534010046928415,0.9693398950795743,0.8056481415853999
attn,hcpd,200,9,0.05,7,leak_feature,0.6825306753600818,0.40369036764188393,0.6575951376479526,0.08498119900123281
age,hbn,400,8,0.05,2,leak_feature,0.7572866938739601,0.5694547130233016,0.9241939564889419,0.6797267052953225
age,pnc,300,7,0.05,6,leak_feature,0.7352848751101482,0.540368933037499,0.8354904456190684,0.5266989679086143
age,hcpd,400,5,0.05,9,leak_feature,0.8159447431757535,0.6605507003533209,0.970113945390074,0.7649528582568453
attn,abcd,300,5,0.05,2,leak_feature,0.7089105076038001,0.4895924411039341,0.6424917114051832,0.14207332756407165
attn,pnc,100,8,0.05,9,leak_feature,0.7269114690544026,0.42829110264679227,0.3851509759074716,-0.08946281788288812
attn,abcd,100,1,0.05,0,leak_feature,0.8847206198965349,0.6911924132358978,0.3310147179533115,0.01909328295826336
age,hbn,100,5,0.05,4,leak_feature,0.7845527786859552,0.6069723363978372,0.8628437074128091,0.4340794186942759
age,pnc,200,2,0.05,8,leak_feature,0.8510624954375979,0.7084108268684223,0.8650054155166748,0.6376285187811588
attn,hbn,200,2,0.05,3,leak_feature,0.6855514624971237,0.4425802695567064,0.2884760135918341,-0.030481384558590664
attn,hcpd,200,4,0.05,8,leak_feature,0.6923263916306435,0.4718321513533682,0.6349021987893387,0.06345402702725225
attn,hcpd,100,5,0.05,8,leak_feature,0.6862898972332843,0.10531180388713723,0.5321938678337029,-0.019973924078725915
attn,abcd,400,6,0.05,0,leak_feature,0.5692800332781675,0.3136001748003391,0.7520411245608937,0.12606041186407613
attn,hbn,400,9,0.05,1,leak_feature,0.724189641118594,0.5019686165922559,0.511706407245365,0.00935819587347976
attn,abcd,200,1,0.05,3,leak_feature,0.8090832795468929,0.6321878115430632,0.5035774176972516,0.05100695790218532
age,hcpd,100,4,0.05,9,leak_feature,0.8665259516313508,0.7497348550991452,0.9686045997639536,0.7856273449122206
mr,hcpd,100,1,0.05,0,leak_feature,0.505809977466438,0.2196780085126907,0.7606670740593959,0.08921111336629767
age,pnc,300,3,0.05,0,leak_feature,0.704162080326824,0.4935000678266117,0.7354245958449194,0.4315605234216052
attn,hbn,100,3,0.05,3,leak_feature,0.7796673448531679,0.2895553569351803,0.36739579028808594,0.044796671372404846
mr,abcd,300,0,0.05,6,leak_feature,0.5941713268316169,0.31349715263540046,0.48417489555426313,-0.020648884527352213
age,pnc,100,4,0.05,6,leak_feature,0.8367186962568515,0.6671751648999071,0.5794546418729728,0.28016618789428643
mr,hbn,300,2,0.05,2,leak_feature,0.5340512079402144,0.19140894959319277,0.5040391647602986,0.22430292834057347
mr,abcd,300,8,0.05,4,leak_feature,0.6997858059384301,0.4713877439299512,0.573914702111465,0.026715393348062888
mr,pnc,400,8,0.05,8,leak_feature,0.6682795688663139,0.43174999524100866,0.6735241089383116,0.17325047200871552
mr,hbn,300,3,0.05,4,leak_feature,0.45880723961097886,0.1433998775373031,0.5250672649570455,0.11633290495063885
age,hcpd,300,9,0.05,4,leak_feature,0.7833176099241536,0.605278934688182,0.9446397403830143,0.7154706353669822
attn,abcd,300,9,0.05,4,leak_feature,0.6603327350212641,0.4005929062348649,0.5182875178375838,-0.06014715897244745
attn,pnc,100,7,0.05,5,leak_feature,0.6622223346720302,0.39844002961014247,0.1763894736773363,-0.1838677886609111
mr,hbn,100,4,0.05,1,leak_feature,0.6980727864377139,0.3171775069616414,0.392611893418285,0.08284104826977992
mr,hcpd,400,4,0.05,2,leak_feature,0.47876069457671977,0.22152990895029334,0.8548155873226246,0.26678781804868906
attn,hbn,300,4,0.05,9,leak_feature,0.7781099241918764,0.5678131769929303,0.4247071113476086,-0.06924972378894718
age,hcpd,400,4,0.05,2,leak_feature,0.8145731377315166,0.6594419183778757,0.9641226560228134,0.7742777571542596
age,pnc,400,5,0.05,7,leak_feature,0.7231297744329686,0.5191652299022563,0.8856646774436038,0.5292807197175442
mr,abcd,100,3,0.05,7,leak_feature,0.7990286505693215,0.321828707062613,0.48068026908699457,0.055185595805957395
mr,hcpd,200,0,0.05,2,leak_feature,0.5649321059720379,0.29332446596259865,0.6527654060176075,0.171396858018736
mr,hcpd,400,0,0.05,9,leak_feature,0.4674277873624237,0.20963121475299762,0.8697315507916064,0.2879698689828685
mr,hbn,200,0,0.05,2,leak_feature,0.5137349408861519,0.1768350930668292,0.5863711731134832,0.23256497425508327
mr,pnc,400,1,0.05,8,leak_feature,0.5270803463905155,0.24201436547989208,0.6878660116274955,0.22090205987228384
attn,hbn,400,5,0.05,4,leak_feature,0.7223114734313174,0.5094365476180933,0.4698827843645599,-0.026626680710459677
attn,hbn,400,3,0.05,0,leak_feature,0.5933338310385704,0.3452721784173658,0.6815016479334274,0.1053674073908276
attn,hbn,200,9,0.05,9,leak_feature,0.68604332713564,0.4078258356228758,0.6143713531824753,0.18031430443587979
mr,hcpd,400,4,0.05,0,leak_feature,0.4849287006966337,0.22591137081587942,0.8568151641003849,0.29501973199808823
age,hcpd,400,5,0.05,1,leak_feature,0.8233266285005374,0.6750218729573394,0.9618062279377462,0.7735360986222943
age,hcpd,300,9,0.05,9,leak_feature,0.7858163254910532,0.6075323678796674,0.9452721853928199,0.7156840437190499
mr,abcd,200,4,0.05,8,leak_feature,0.6874757862713071,0.28154993647551396,0.5358012659586496,0.06822541095311231
attn,hbn,100,6,0.05,8,leak_feature,0.7301955005632356,0.43703250468083643,0.34033055777755256,-0.012445936387446442
age,pnc,100,2,0.05,6,leak_feature,0.812117353598962,0.5965382307713509,0.7490529242361015,0.519498350330203
mr,hbn,200,4,0.05,4,leak_feature,0.692658713083644,0.2680679182867971,0.43004472717795633,0.16635462860592268
age,hcpd,400,2,0.05,8,leak_feature,0.8013143460136948,0.6381904240242393,0.9737520184207186,0.7632352710971615
attn,hbn,300,4,0.05,2,leak_feature,0.7775995799659419,0.5661684116106995,0.38541112041568854,-0.07696372419306469
age,hcpd,200,6,0.05,5,leak_feature,0.8198541900098789,0.6664947960957824,0.9485862737879677,0.7523795738778861
mr,pnc,100,5,0.05,8,leak_feature,0.766353849999415,0.29591285939752754,0.24466609700906813,-0.09128201167161554
attn,pnc,100,9,0.05,8,leak_feature,0.7094982122960106,0.345818118617768,0.13972213760933236,-0.3558817883818634
attn,hcpd,300,4,0.05,3,leak_feature,0.5299586593600968,0.2796163421588047,0.7206026923559111,0.11474149716904149
age,hcpd,100,5,0.05,6,leak_feature,0.7963311311862562,0.6301311042414617,0.9376265214298609,0.6354422749908886
mr,abcd,100,3,0.05,5,leak_feature,0.7563299272814735,0.30279738643049536,0.5492239896144431,0.046818328045048374
attn,pnc,300,4,0.05,9,leak_feature,0.6303895823024774,0.3223564892619233,0.4854927714303876,-0.007887157066940794
age,hcpd,400,4,0.05,5,leak_feature,0.8232074057817121,0.6750029708167332,0.9635418317814489,0.7831594248274775
age,pnc,200,9,0.05,2,leak_feature,0.7739106378012871,0.5946935273618786,0.8314600420048047,0.4857030123898567
age,pnc,200,4,0.05,3,leak_feature,0.8124383866856358,0.639962107406921,0.809156739672815,0.492799132684844
mr,hcpd,400,4,0.05,4,leak_feature,0.45299720819156913,0.2007022740729819,0.8513450860995005,0.23956123868760276
mr,abcd,100,2,0.05,1,leak_feature,0.7927528921052187,0.507659922211914,0.5385069627008904,0.10817337721786838
attn,abcd,100,2,0.05,2,leak_feature,0.791962328761898,0.43660154910227056,0.5228059515099827,0.16058706817497112
attn,hbn,200,3,0.05,5,leak_feature,0.7080883062070559,0.4986186730594987,0.2074693134384313,0.03971032118023405
age,abcd,400,9,0.05,9,leak_feature,0.7165616231787757,0.4992022400350221,0.5210669504239094,-0.04342153244048892
age,abcd,300,3,0.05,7,leak_feature,0.7153322144455398,0.4960993310698456,0.6187614418670807,0.05714889727525208
age,hbn,300,4,0.05,8,leak_feature,0.7629506616253543,0.5818148384919785,0.9470648058482228,0.6717336586135596
mr,hbn,400,9,0.05,9,leak_feature,0.480320103447702,0.17193311731297545,0.6805747997675253,0.2106265718361251
mr,hcpd,200,2,0.05,5,leak_feature,0.428980514860026,0.17635654920037935,0.8128710292173125,0.26123411424529164
mr,pnc,300,3,0.05,2,leak_feature,0.6972841136751421,0.4775687357385324,0.807461660397492,0.38621281235992333
mr,hcpd,400,9,0.05,8,leak_feature,0.4730410067959769,0.213434426564869,0.8406174707385938,0.2909704954926239
mr,hcpd,200,1,0.05,5,leak_feature,0.5699252827507102,0.30218604774999425,0.8406795805981427,0.3036531927880139
mr,hbn,200,4,0.05,8,leak_feature,0.6698567749075972,0.25785167315901913,0.37315282320363535,0.10062249608336522
mr,pnc,200,3,0.05,9,leak_feature,0.7190271057904272,0.4318369288956415,0.6706523329465339,0.26919154586496563
mr,hbn,200,9,0.05,7,leak_feature,0.5769072792279827,0.21809419532835905,0.5559059189579401,0.22374513964016968
mr,abcd,100,1,0.05,6,leak_feature,0.7916243756159421,0.31048003018064174,0.6267255249915673,0.2667720697058264
mr,abcd,300,1,0.05,0,leak_feature,0.533946426011077,0.2767109927312046,0.5093986929299225,0.045096240383554906
mr,pnc,200,1,0.05,4,leak_feature,0.6369778846492036,0.28755891871949435,0.6455351885360594,0.14901323835496147
age,hcpd,400,1,0.05,1,leak_feature,0.8036568011721862,0.6394605926707295,0.9724162109416976,0.7524943891689819
attn,hcpd,100,8,0.05,1,leak_feature,0.7343747832778219,0.5108596479089385,0.33827161694525854,-0.18962783160956578
attn,hcpd,400,7,0.05,2,leak_feature,0.49823996893234895,0.24482286130432362,0.5773792110725017,-0.05866665033934391
attn,abcd,300,1,0.05,3,leak_feature,0.725696026822818,0.5041389286120057,0.5372491617420437,-0.026818625071998354
mr,hcpd,400,9,0.05,0,leak_feature,0.4696518689230374,0.2088173967602459,0.8244905366058707,0.258964007678422
age,hbn,100,0,0.05,7,leak_feature,0.7578641312392006,0.4705377048364271,0.8564984036243738,0.5472170212179815
age,hbn,100,9,0.05,3,leak_feature,0.7745591910173913,0.5525241686399671,0.9349303794662471,0.6206388139536879
age,pnc,200,6,0.05,8,leak_feature,0.8113341755668125,0.6476033691776673,0.8654836788026357,0.5743394181102426
attn,hbn,200,2,0.05,1,leak_feature,0.677982217030194,0.42482313757534274,0.34409633352194197,-0.006448464107979274
attn,abcd,300,3,0.05,2,leak_feature,0.7367225101410904,0.5266154071782527,0.7698346286272991,0.2366677774765852
attn,abcd,100,8,0.05,6,leak_feature,0.8189527512849939,0.55507540193107,0.13040910145704274,-0.183813331095676
attn,pnc,300,5,0.05,1,leak_feature,0.7233442931295149,0.49738413971005835,0.49916880052662466,0.014510887696095317
age,pnc,100,5,0.05,7,leak_feature,0.748293985216592,0.5418394537384477,0.7240049698288941,0.31874398422149874
attn,hbn,100,8,0.05,6,leak_feature,0.794853040324304,0.5492837718895249,0.3977282426427108,-0.04253814983022044
age,abcd,400,9,0.05,7,leak_feature,0.7244978521076171,0.51035634675768,0.5681984814255123,0.021535632173294503
age,hbn,100,2,0.05,5,leak_feature,0.8346782229404512,0.6890891600794182,0.9379484037850991,0.6876529641870518
attn,abcd,400,1,0.05,8,leak_feature,0.6599200658166907,0.43135702234613493,0.5868858250836251,0.036249693936361384
attn,hbn,300,7,0.05,7,leak_feature,0.6993249108116406,0.4775426855034447,0.4773507977799134,-0.024225838622213593
age,pnc,300,8,0.05,8,leak_feature,0.7446314537654479,0.5522867394930158,0.8400056083423485,0.5166568656811734
attn,hbn,100,8,0.05,2,leak_feature,0.8406507254441914,0.6543080546579481,0.261068652543585,0.01298657703546471
attn,hcpd,400,8,0.05,3,leak_feature,0.5061814897574184,0.23764668357504848,0.7482076503532605,0.0780594245186487
age,hbn,400,8,0.05,8,leak_feature,0.7770753679800588,0.5954258581599428,0.9092740595989026,0.6778813675111037
mr,hbn,100,8,0.05,8,leak_feature,0.6546453565380085,0.20186666306182433,0.36110396458829846,0.07601321456044181
age,hcpd,200,2,0.05,9,leak_feature,0.7931140019430405,0.6253172302764591,0.9769606229655956,0.7424619358147612
attn,pnc,300,1,0.05,4,leak_feature,0.6568570940207441,0.40789393864028,0.5053390290844534,-0.017956950093440064
mr,pnc,300,1,0.05,9,leak_feature,0.6636039897187203,0.41406965895505043,0.7016111936313091,0.2615447089119592
age,hbn,300,2,0.05,0,leak_feature,0.7817862009909688,0.6099730620022403,0.9479380187287451,0.7195238071240285
age,abcd,300,0,0.05,7,leak_feature,0.7826502257347249,0.5965352997065212,0.3750231026987025,-0.06761017679215472
attn,abcd,300,0,0.05,0,leak_feature,0.7495554857180357,0.5369861941571141,0.7336779298083071,0.2166248105645476
mr,pnc,400,6,0.05,7,leak_feature,0.6263333324474689,0.3890556389012966,0.7441104716515868,0.18606647189303757
mr,pnc,100,6,0.05,8,leak_feature,0.7161583444932975,0.3462210346253465,0.5500730882538766,0.06528376826478906
mr,abcd,300,1,0.05,4,leak_feature,0.5134517470727611,0.2635314210440335,0.399527341648858,-0.05566646775414135
age,hbn,300,8,0.05,7,leak_feature,0.7895870997309805,0.6196110901598817,0.947525740688149,0.6908913377030839
age,hbn,200,1,0.05,3,leak_feature,0.7355295968503422,0.5389035355505284,0.909239216270883,0.5839471105699742
attn,abcd,400,1,0.05,3,leak_feature,0.6850228332292652,0.4615215547069791,0.570185946973085,0.04863659260014389
mr,hcpd,400,6,0.05,3,leak_feature,0.4765492655250197,0.21640534209954265,0.8423240259851845,0.2723595975197949
attn,abcd,200,5,0.05,7,leak_feature,0.7194603996394738,0.4769102710786238,0.6452196320580611,0.20666759087475325
age,pnc,400,6,0.05,6,leak_feature,0.772082314328719,0.5898250101044279,0.9192236130026238,0.614980298383891
attn,abcd,100,3,0.05,7,leak_feature,0.8757587182351146,0.7194514186411258,0.4707339067249486,0.09114380787064857
mr,abcd,400,0,0.05,2,leak_feature,0.580272250235843,0.3134911594832076,0.47508870550502585,-0.10956108076731846
attn,hcpd,200,4,0.05,0,leak_feature,0.6708531664488622,0.4418860451173725,0.65076574190603,0.057267910343910114
attn,pnc,400,9,0.05,2,leak_feature,0.5509788139514,0.2901295160348859,0.6925621865775673,0.0972843497820141
age,abcd,300,8,0.05,4,leak_feature,0.6880143771143444,0.47334463820843253,0.7087753044785623,0.20301301277427142
age,hbn,200,5,0.05,0,leak_feature,0.794530186421342,0.629161223624124,0.9291764437898847,0.642066169666827
mr,pnc,100,1,0.05,4,leak_feature,0.7399110642009648,0.40880068124066804,0.42644288334774993,0.014858692534681724
attn,abcd,300,7,0.05,0,leak_feature,0.6996148623399391,0.4668893008765259,0.4739159538041849,-0.026589094604678697
attn,hbn,100,7,0.05,3,leak_feature,0.5952199315601627,0.3503393342494594,0.1998683457616708,-0.3237526848397385
mr,hcpd,400,0,0.05,2,leak_feature,0.43918674618909437,0.18864099368716014,0.8530424128919271,0.25412369757754294
mr,hcpd,200,8,0.05,8,leak_feature,0.4294822282513219,0.16273488829450888,0.7286392416527819,0.181700223093214
attn,hcpd,100,4,0.05,0,leak_feature,0.8122561442629194,0.5507100281277411,0.403585425394677,0.054856898641576265
mr,pnc,400,5,0.05,5,leak_feature,0.6687744063989142,0.43605866142015337,0.6751816637874491,0.14170813908821706
mr,hcpd,400,3,0.05,5,leak_feature,0.44003958791764786,0.18717723179108814,0.8404466636679067,0.27758373837023453
age,hcpd,100,0,0.05,1,leak_feature,0.8194447839689057,0.6597372563515657,0.9454373293828564,0.6829722000754719
mr,hbn,100,8,0.05,9,leak_feature,0.642026274450685,0.194966117440463,0.403433895793146,0.045323925754612006
